doc_text,name,lat,lon,country_code3,admin1_name,admin2_name,feature_code,start_char,end_char
S/2022/409_PAR_88_SEN_1,"In addition to delivering life -saving education on explosive ordnance to at -risk communities, national and international mine action organizations surveyed and cleared explosive remna nts of war in Tripoli, Gharyan, Mizdah, Tarhunah, Sirte and Benghazi.",Gharyan,32.17222,13.02028,LBY,Jabal al Gharbi,,PPLA,209,216
S/2022/409_PAR_88_SEN_1,"In addition to delivering life -saving education on explosive ordnance to at -risk communities, national and international mine action organizations surveyed and cleared explosive remna nts of war in Tripoli, Gharyan, Mizdah, Tarhunah, Sirte and Benghazi.",Tarhuna,32.43501,13.6332,LBY,Al Marqab,,PPL,226,234
S/2022/409_PAR_88_SEN_1,"In addition to delivering life -saving education on explosive ordnance to at -risk communities, national and international mine action organizations surveyed and cleared explosive remna nts of war in Tripoli, Gharyan, Mizdah, Tarhunah, Sirte and Benghazi.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,236,241
S/2022/409_PAR_88_SEN_1,"In addition to delivering life -saving education on explosive ordnance to at -risk communities, national and international mine action organizations surveyed and cleared explosive remna nts of war in Tripoli, Gharyan, Mizdah, Tarhunah, Sirte and Benghazi.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,246,254
S/2022/409_PAR_90_SEN_1,"The United Nations in Libya began work on the United Nations Sustainable Development Cooperation Framework for 2023 –2025 to strengthen the humanitarian - development -peacebuilding nexus approach and implement the Sustainable Development Goals in consultation with gover nment counterparts and a broad range of stakeholders, including women, young people, civil society organizations, vulnerable groups and international partners.",Libya,28.0,17.0,LBY,,,PCLI,22,27
S/2022/409_PAR_91_SEN_1,"The United Nations maintained an average presence of 120 to 130 international staff members in Libya, allowing for continued engagement with Libyan interlocutors across the Mission’s areas of responsibility, including on the political, security, Page 15 economic and international human rights law and humanitarian law tracks, as well as on the provision of humanitarian and development assistance.",Libya,28.0,17.0,LBY,,,PCLI,95,100
S/2022/409_PAR_91_SEN_2,"International staff in Tripoli continued to be accommodated at the Oea compound, protected by the United Nations Guard Unit with a troop strength of 23 4, while staff in Benghazi continued to operate from the United Nations hub.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,23,30
S/2022/409_PAR_91_SEN_2,"International staff in Tripoli continued to be accommodated at the Oea compound, protected by the United Nations Guard Unit with a troop strength of 23 4, while staff in Benghazi continued to operate from the United Nations hub.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,170,178
S/2022/409_PAR_91_SEN_4,All movements of staff between locations in Libya were conducted in compliance with security risk management measures.,Libya,28.0,17.0,LBY,,,PCLI,44,49
S/2022/409_PAR_92_SEN_1,"The United Nations in Libya regularly reviewed and adjusted applicable COVID -19 protection and prevention measures, including on all United Nations flights, on the basis of evolving advice from the World Health Organization and UNSMIL medical staff and to ensure alignment with measures put in place by the Libyan and Tunisian authorities.",Libya,28.0,17.0,LBY,,,PCLI,22,27
S/2022/409_PAR_92_SEN_2,"As at 17 March, under the COVID -19 vaccination programme for United Nations personnel in Libya and international NGO partners, 1,359 individuals had been fully vaccinated and 240 had received a booster dose.",Libya,28.0,17.0,LBY,,,PCLI,90,95
S/2022/409_PAR_94_SEN_1,"After over a de cade of political instability, conflict, divisions and severe hardship, the aspiration of the people of Libya to choose their leaders through fair, credible and inclusive democratic elections and to live in a united, peaceful and stable country must be met .",Libya,28.0,17.0,LBY,,,PCLI,120,125
S/2022/409_PAR_97_SEN_1,I call on the House of Representatives and the High State Council to resume the spirit of cooperation demonstrated earlier in 2022 a nd to swiftly agree on a path to national elections and move away from the political polarization that will serve only to delay elections and further deepen the divide between the political class and the people of Libya.,Libya,28.0,17.0,LBY,,,PCLI,347,352
S/2022/409_PAR_100_SEN_2,"All people in Libya, women and men, young and old, must be able to express themselves freely without fear of reprisal.",Libya,28.0,17.0,LBY,,,PCLI,14,19
S/2022/409_PAR_102_SEN_1,"I remain gravely concerned by continuing violations of the human rights of migrants, refugees and asylum seekers in Libya.",Libya,28.0,17.0,LBY,,,PCLI,116,121
S/2022/409_PAR_103_SEN_2,"Meanwhile, Libya remains an unsafe port for disembarkation, and relevant Member States should re -examine their policies that allow the interception of refugees and migrants at sea and their return to Libya.",Libya,28.0,17.0,LBY,,,PCLI,11,16
S/2022/409_PAR_103_SEN_2,"Meanwhile, Libya remains an unsafe port for disembarkation, and relevant Member States should re -examine their policies that allow the interception of refugees and migrants at sea and their return to Libya.",Libya,28.0,17.0,LBY,,,PCLI,201,206
S/2022/409_PAR_104_SEN_1,I would like to express my gratitude for the strong support that regional organizations and Member States have provided for the efforts of the United Nations in Libya.,Libya,28.0,17.0,LBY,,,PCLI,161,166
S/2022/409_PAR_104_SEN_4,I reiterate my sincere appreciation to the Government of Nepal for providing vital personnel for the United Nations Guard Unit in Libya.,Libya,28.0,17.0,LBY,,,PCLI,130,135
S/2022/632_PAR_1_SEN_1,"The present report, submitted pursuant to Security Council resolutions 2510 (2020) , 2542 (2020) , 2570 (2021) and 2647 (2022) , covers political, security and economic developments in Libya.",Libya,28.0,17.0,LBY,,,PCLI,185,190
S/2022/632_PAR_2_SEN_2,"Following previous rounds held in April and May, the Speci al Adviser to the Secretary -General on Libya, Stephanie Williams, and UNSMIL facilitated a third round of talks of the joint committee, comprising delegations from the House and the Council, in Cairo in June, aimed at reaching agreement on a constitutional framework for elections.",Libya,28.0,17.0,LBY,,,PCLI,99,104
S/2022/632_PAR_2_SEN_2,"Following previous rounds held in April and May, the Speci al Adviser to the Secretary -General on Libya, Stephanie Williams, and UNSMIL facilitated a third round of talks of the joint committee, comprising delegations from the House and the Council, in Cairo in June, aimed at reaching agreement on a constitutional framework for elections.",Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,254,259
S/2022/632_PAR_3_SEN_1,"From 28 to 30 June, the Special Adviser convened the heads of the two chambers for a high -level meeting at the United Nations Office at Geneva to review the outcome of the Cairo talks and reach consensus on several outstanding provisions of the draft constitution of 2017.",Genève,46.20222,6.14569,CHE,Geneva,Geneva,PPLA,137,143
S/2022/632_PAR_3_SEN_1,"From 28 to 30 June, the Special Adviser convened the heads of the two chambers for a high -level meeting at the United Nations Office at Geneva to review the outcome of the Cairo talks and reach consensus on several outstanding provisions of the draft constitution of 2017.",Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,173,178
S/2022/632_PAR_4_SEN_3,There was an increase in clashes between armed groups supporting either party in and around Tripoli.,Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,92,99
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",Republic of France,46.0,2.0,FRA,,,PCLI,12,18
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",Federal Republic of Germany,51.5,10.5,DEU,,,PCLI,20,27
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",Italian Republic,42.83333,12.83333,ITA,,,PCLI,29,34
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",United Kingdom of Great Britain and Northern Ireland,54.75844,-2.69531,GBR,,,PCLI,36,64
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",United Kingdom of Great Britain and Northern Ireland,54.75844,-2.69531,GBR,,,PCLI,65,72
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",Northern Ireland,54.5,-6.5,GBR,Northern Ireland,,ADM1,77,93
S/2022/632_PAR_4_SEN_5,"On 24 June, France, Germany, Italy, the United Kingdom of Gr eat Britain and Northern Ireland and the United States of America issued a joint statement urging Libyan political leaders “to unlock the executive impasse and agree on a pathway to elections ”.",United States,39.76,-98.5,USA,,,PCLI,98,126
S/2022/632_PAR_5_SEN_1,"In a sign of growing popular frustration with the political impasse, demonstrations were held in several cities across Libya on 1 July, including in Tripoli.",Libya,28.0,17.0,LBY,,,PCLI,119,124
S/2022/632_PAR_5_SEN_1,"In a sign of growing popular frustration with the political impasse, demonstrations were held in several cities across Libya on 1 July, including in Tripoli.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,149,156
S/2022/632_PAR_5_SEN_2,"In Tubruq, protesters forced their way into the premises of the House of Representatives and caused damage to the building.",Tobruk,32.08963,23.95385,LBY,Al Buţnān,,PPLA,3,9
S/2022/632_PAR_5_SEN_5,He further urged Libyan leaders to overcome the political deadlock that was deepening divisions and negatively affecting the country ’s economy and stressed the need to build upon the considerable progress achieved during talks i n Cairo and Geneva convened under the auspices of the United Nations.,Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,232,237
S/2022/632_PAR_5_SEN_5,He further urged Libyan leaders to overcome the political deadlock that was deepening divisions and negatively affecting the country ’s economy and stressed the need to build upon the considerable progress achieved during talks i n Cairo and Geneva convened under the auspices of the United Nations.,Genève,46.20222,6.14569,CHE,Geneva,Geneva,PPLA,242,248
S/2022/632_PAR_8_SEN_1,"On 8 June, the Special Adviser discussed plans for the third round of talks of the joint committee, composed of representatives of the House of Representative s and the High State Council, with Mr. Issa, in Al Qubbah, and the Mr. Mishri, in Tripoli.",Al Qubbah,33.8925,44.70972,IRQ,Diyālá,Al-Muqdadiya District,PPL,207,216
S/2022/632_PAR_8_SEN_1,"On 8 June, the Special Adviser discussed plans for the third round of talks of the joint committee, composed of representatives of the House of Representative s and the High State Council, with Mr. Issa, in Al Qubbah, and the Mr. Mishri, in Tripoli.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,241,248
S/2022/632_PAR_9_SEN_1,"On 20 June, the third and final round of talks concluded in Cairo.",Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,60,65
S/2022/632_PAR_9_SEN_6,"On 23 June, Mr. Issa and the Mr. Mishri accepted the Special Adviser ’s invitation to meet in Geneva.",Genève,46.20222,6.14569,CHE,Geneva,Geneva,PPLA,94,100
S/2022/632_PAR_10_SEN_1,"From 28 to 30 June, the United Nations facilitated the constitutional track of a high -level meeting on Libya, held in Geneva, between Mr. Issa and Mr. Mishri.",Libya,28.0,17.0,LBY,,,PCLI,104,109
S/2022/632_PAR_10_SEN_1,"From 28 to 30 June, the United Nations facilitated the constitutional track of a high -level meeting on Libya, held in Geneva, between Mr. Issa and Mr. Mishri.",Genève,46.20222,6.14569,CHE,Geneva,Geneva,PPLA,119,125
S/2022/632_PAR_10_SEN_2,"The leaders of the two chambers expressed support for the outcome of the Cairo talks and charted a road map, with timelines and a series of steps leading to the holding of national elections.",Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,73,78
