doc_text,sentence_id
"In a virtual meeting on 18 January, the co -chairs and the 5+5 Joint Military Commission reviewed challenges and progress in the implementation of the action plan for a gradual, balanced and sequenced process for the withdrawal of mercenaries, foreign fighters and foreign forces from Libyan territory.",S/2022/409_PAR_28_SEN_2
The co -chairs were also briefed on the Commission’s engagements with regional partners.,S/2022/409_PAR_28_SEN_3
"In another virtual meeting on 29 March, the co -chairs discussed efforts to sustain momentum for the security track am id political polarization.",S/2022/409_PAR_28_SEN_4
"On 21 April, they met to discuss opportunities and challenges for a successful disarmament, demobilization and reintegration process.",S/2022/409_PAR_28_SEN_5
"After launching a national dialogue on advancing human rights in Libya on 16 December 2021, the international humanitarian law and human rights working group, co -chaired by the United Nations, the Netherlands and Switzerland, held several consultations with Libyan human rights defenders, civil society actors, government entities, journalists, ex perts and academics to exchange views on human rights.",S/2022/409_PAR_29_SEN_1
"On 10 March, the working group heard from Libyan women human rights defenders about key challenges affecting human rights, including women’s rights, in Libya.",S/2022/409_PAR_29_SEN_2
"On 17 March, the economic working grou p, co -chaired by the United Nations, Egypt, the European Union and the United States of America, with the participation of the Governor and a representative of the Deputy Governor of the Central Bank, met in Tripoli to discuss progress on the reunification of the Bank and identify a mechanism to ensure regular funding for the National Oil Corporation as well as for other priority needs of the Libyan people.",S/2022/409_PAR_30_SEN_1
"A follow -up meeting of the co -chairs was held on 1 April to make further progress on these topics, wi th the participation of the Governor and Deputy Governor of the Bank, the Chair of the National Oil Page 6 Corporation, the head of the House of Representatives Finance Committee and several ministers of the Government of National Unity.",S/2022/409_PAR_30_SEN_2
"On 15 March, the United Nations, Algeria, Germany and the League of Arab States convened a virtual meeting of the co -chairs of the political working group to discuss the current political situation, the Special Adviser’s initiative to secure a consensual constitutional bas is for organizing elections and the way forward for the working group.",S/2022/409_PAR_31_SEN_1
"The co -chairs issued a statement reiterating that free, fair, inclusive and credible elections remained the only solution to the political crisis in Libya.",S/2022/409_PAR_31_SEN_2
International and regio nal engagement,S/2022/409_PAR_31_SEN_3
"The Special Adviser and UNSMIL held regular consultations with regional and international stakeholders, both in Libya and abroad, on all aspects of the Libyan -led and Libyan -owned dialogue process facilitated by the United Nations.",S/2022/409_PAR_32_SEN_1
"To gether with the UNSMIL Mission Coordinator and the United Nations Resident and Humanitarian Coordinator, the Special Adviser briefed the international diplomatic community four times.",S/2022/409_PAR_32_SEN_2
"From 10 to 18 January, the Special Adviser travelled to Tunisia, Egy pt, Turkey and the Russian Federation to meet with national authorities and reiterate the commitment of the United Nations to engage all Libyans in an inclusive manner to agree on a constitutional basis to hold elections as soon as possible.",S/2022/409_PAR_33_SEN_1
"On 7 Febru ary, the Special Adviser participated in a meeting in Rome held by the Governments of France, Germany, Italy, the United Kingdom and the United States.",S/2022/409_PAR_34_SEN_1
"From 21 April to 3 May, she travelled to Germany, France and the United Kingdom to discuss the situation and the way forward in Libya.",S/2022/409_PAR_34_SEN_2
Situation in the western region,S/2022/409_PAR_34_SEN_3
The political instability in Libya following the postponement of national elections had an impact on the security situation in the west of the country.,S/2022/409_PAR_35_SEN_1
"On 6 February, citing security concerns, the commander of the west coast military zone established a security room to coordinate 22 security agencies.",S/2022/409_PAR_35_SEN_2
"In the early morning of 10 February, unidentified assailants reportedly fired at Mr. Al Dabiba’s motorcade in Suq al -Jum‘ah, Tr ipoli.",S/2022/409_PAR_35_SEN_3
An investigation was launched by the Ministry of the Interior.,S/2022/409_PAR_35_SEN_4
"On 16 February, in southern Tripoli, clashes were reported between the 55th Infantry Brigade and the 3rd Infantry Company at the Sawani bridge.",S/2022/409_PAR_36_SEN_1
"On 24 February, one person was injure d when assailants allegedly affiliated with a Tripoli armed group targeted the venue of the High State Council session in an apparent effort to disrupt the proceedings.",S/2022/409_PAR_36_SEN_2
The Misratan Counter -terrorism Force and the 166th Brigade arrived later to evacuate pa rticipants.,S/2022/409_PAR_36_SEN_3
Several armed groups in western Libya shifted their affiliations as they sought to forge new alliances in support of political actors vying for control of the executive in Tripoli.,S/2022/409_PAR_37_SEN_1
"On 1 March, leaders of prominent armed groups and military forces in western Libya issued a video statement calling for elections and rejecting the vote of confidence by the House of Representatives in the cabinet presented by Mr. Bashagha.",S/2022/409_PAR_37_SEN_2
"On 2 March, ahead of the House of Representatives swearing -in ceremo ny, UNSMIL received reports that two individuals nominated by Mr. Bashagha as members of his cabinet were prevented by armed groups from travelling to Tubruq to attend the ceremony.",S/2022/409_PAR_38_SEN_1
They were released following engagement by the Special Page 7 Adviser and other m embers of the international community.,S/2022/409_PAR_38_SEN_2
"From 3 to 23 March, the Government of National Unity suspended domestic flights from Tripoli to eastern Libya, reportedly to prevent Mr. Bashagha’s cabinet nominees from travelling to Tubruq.",S/2022/409_PAR_38_SEN_3
"On 10 March, a convoy of armed groups supportive of Mr. Bashagha moving from Misratah towards Tripoli was stopped by armed forces affiliated with the Government of National Unity, resulting in a standoff on the outskirts of Tripoli that heightened tension in the capital.",S/2022/409_PAR_39_SEN_1
"In re sponse to the tension around Tripoli, armed actors supportive of Mr. Bashagha also mobilized in other parts of western Libya, including Zawiyah, Warshafanah and Zintan.",S/2022/409_PAR_39_SEN_2
"Libyan stakeholders, the United Nations and international partners engaged with the act ors concerned to avoid any armed confrontation.",S/2022/409_PAR_39_SEN_3
"As a result, the armed convoy of Mr. Bashagha’s supporters returned to Misratah.",S/2022/409_PAR_39_SEN_4
"Late on 16 May, Mr. Bashagha entered Tripoli, triggering clashes between armed groups the following day.",S/2022/409_PAR_39_SEN_5
He subsequently left t he city and the situation normalized.,S/2022/409_PAR_39_SEN_6
E.,S/2022/409_PAR_39_SEN_7
Situation in the eastern region,S/2022/409_PAR_39_SEN_8
"The status of forces along the Sirte -Jufrah axis remained unchanged, with the Libyan National Army as the sole security actor present.",S/2022/409_PAR_40_SEN_1
